text,label
if you voteobama youre just another nigger enabler how bout jiggaboos learn somethin bout hard work instaed of welfare and food stamps gop,1
mayweather was just running away like a fucking chimp,1
mayweather look like bubles the chimp,1
mayweather looks like a baby chimp in the face,1
mayweather looks like a chimp when he moves his face like that,1
they really thought that pres was going to listen black people only a small portion of the population you all can leave and no one will notice,1
black bitch,1
nigger fishes,1
i am so fucking aggressive with these texts fuck iets go to seattle niggers sunday monday tuesday smoke that weed,1
what are they looking for in the river fish rocks niggers they wont find any,1
black people cant have equal rights because they dont work for it as a culture they are scary violent rude and needy they expect to be catered to,1
jokes are like people not everyone likes the dark ones,1
i was going to tell a dark joke but it was so dark the police shot it,1
comment section so dark it broke into my house,1
humour is like people some dont like the dark ones,1
i like dark humour its like water not everyone gets it,1
whats a film similar to blm rise of the apes,1
comment section so dark it has to sit at the back of the bus,1
the mexicans favourite sport is crosscountry,1
what do 2016 and 2020 have in common worldwide shock was caused by the death of a gorilla,1
the w in africa stands for water,1
my black friend said my thing is the shortest thing there i said no ur lifetime is,1
my humour got so dark it got hungry,1
what do you call africa when it is flooded coco pops,1
comment section so dark cops are shooting,1
kobe is the only black dad to take hi kid with him when he left,1
comments so dark they start to pick cotton,1
dark humour is like fathers only some people get it,1
what do you call a black family in a red car maltesers,1
went from save the turtles to save the monkeys,1
why di indians die in cod all the time bc they are easy targets,1
jokes are like skin colour the darker they are the more people hate them,1
i gave my son the wrong backpack to school im also arab,1
why cany chinese people play baseball cz they ate all the bats,1
i tripped on a black ice this morning and i knew it was black because my wallet was gone afterwards,1
why did i call a black perosn over so it can cook my food properly,1
i have a black guy in my family tree hes still hangimg in there,1
the way you so black when you go to night school they mark you absent,1
whats similar in pop corn and real life no one likes the black,1
did you guys hear ab africas new event the hunger games,1
whats long and black the lines at unicef,1
whats long and black the lines at kfc,1
what do toast and parents have in common if both are black you have nothing to eat,1
i went to africa and saw a coco pop drinking chocolate water,1
ayo u like dark comedy i would give u my darkest but hes out picking cotton,1
whats white and long the bench at nba,1
have you tasted african food neither have they,1
why do mexicans love to play uno cards its because they steal the green card,1
isnt every store in africa a black market,1
i date black girls so i don't have to meet their dads,1
whats long and black the lines at the court,1
i painted my truck black so it would drive faster but it just quit working,1
my black friend doesnt like chocolate cakes his naïve ass prolly thinks its grilled niggers,1
my black friend turned invisible when i turned the lights off,1
how do you say goodbye in arabic you press the detonator,1
2016 and 2020 are the same a monkey died and the world went nuts,1
this humour was so dark i shot it,1
how to start a rave in africa ask who wants water,1
as a shop owner i laughed at a black joke but it got mad and robbed me,1
whats the difference between blackman and batman batman can go to the shops without robin,1
george floyed is gone but not for cotton,1
wait let me speak to your owner,1
what you doing makinf tiktoks i still got cottons that need picking,1
i painted my pc black so it runs faster,1
i painted my pc white so it can swim,1
whats the difference between a park bench and a blackman a park bench can support a family of four,1
what is africas favourite game the hunger games,1
whats the similarity between humans and sharks the greatest ones are white,1
humour is like a dad not everone has gets it,1
what is the connection between police officers and bananas nobody likes the dark ones,1
you know youre black when you go to night school and they think youre absent,1
its all good i got the nword pass from my shadow,1
i smoked in front of a white person and i couldn't tell the diffence,1
my humour got so dark it nearly started picking cotton,1
my basement was so dark the police shot it,1
i walked downstairs in the dark and saw my tv in the air so i said put it down black man,1
if it aint white it aint right,1
my hunours so dark its still picking cotton,1
i got a white house so it lives longer and a black driver so he drives a away from the police faster,1
i was gonna ask why his knees were so ashy then i remembered hes black,1
america is like eating oreos white first black last,1
whats the difference between an elevator and a mexican family one og them can support a family,1
yo where your owner at,1
a black and mexican in a car who is the driver the police,1
whys the reason mexicans like soccer so much its because when they do dood they get a green card,1
ape is typing,1
these comments so dark they getting linched,1
my car tyres got so dark they almost mattered,1
i wear black boots on footy so ican run faster,1
ayy yo the cotton aint gonna pick itself,1
cap is the best movement ever capture black people this is a joke alright cjill emily,1
this comment section so dark that i got robbed thrice trying to comment,1
people that think pineapple on pizza is ok is like black people they shouldnt exist,1
why are black people so good at baseball because all they can do is run shoot and steal,1
help me my comment was so dark i got shot eleven times,1
whats the similarity between family and pizza if its black you have nothing to eat,1
my xbox series x is black and he didnt breath,1
why does people say that there is hunger in africa they have more fod than water,1
what is the difference between a jew and santa clause the way through the chimney,1
freedom is like a dad nor everyone gets it,1
cap capture afrikan people,1
ur darker than your shadow,1
u know whats funny i could have bought him a while ago,1
if you want a lot of followers run through africa with a botthe of clean water,1
sharks are like people the greatest are whites,1
what do bikes and black people have in common they both need chains to work,1
whats the diffence between a black person and a bench the bench can support a family,1
have you ever seen a black priest no bc every time they get called father they run away,1
what do black people and tornado have in common it only takes one to ruin a good neighborhood,1
black people cant swim because they never get to see water,1
what do you call a pool full of black people coco pops,1
you know why i got a black phone so it steals your data,1
hey stop making tiktoks and get back to the fields,1
get back to the feilds,1
i thought racism was a crime and crimes are for black people,1
the humour here is so dark you should sell it,1
hot to make a black lady cry take a shit in her garden and tell her her baby melted,1
im not a racist racism is a crime crime is only for blacks,1
what do you call a group pf black prostesters a mud slide,1
how to fix your broken phone put it in a bowl of rice and leave it overnight and it will attract asians who will fix it,1
what do you call two black dudes in a red sleeping bag kitkat,1
white people got small dingalings just because they are white,1
roses are red ur dad is black and not coming back,1
i would tell a dark humour joke but it was so dark the police shot me,1
why do africans always win the food competition beginneres luck,1
yo these comments so dark they had to sit at the back of the bus,1
i only date black girls so that i dont have to meet the dad,1
how do they make roads in africa they tell everyone to lay down and every other person to smile,1
whats the similarity between nike and kk they both make black people run faster,1
whats the difference between a black slave i mean a man and a pizza one can actually feed the family,1
what so you call a swimmer from iraq a bath bomb,1
how does a black woman tell she pregnant she pull out the pregnancy test and all the cottons picked,1
what do jews and black people have in common they have to sit at the back og the oven,1
why did beyonce sing to the left to the left because black people have no rights,1
what is one sport mexican cant play crosscountry,1
parents are like toast if there both black you dont eat,1
whats the fastest thing in the world a chicken running through a african village whats the second fastest thing in the world the family chasing it,1
i cant say the n word but atleast i can say hi dad,1
kobe is the only black dad to leave and bring his daugther with him,1
don't be racist racism is s a crime and crime is for black people,1
whos gonna tell the indians that the red dot shows the sniper where to aim,1
whatdo you call old black people antique farming tools,1
what do you call black people running down a hill a jail break,1
what is hispanics favourite sport cross country,1
what do you call an arabian dude in water a bath bomb,1
apples are just like black people they look good hanging from a tree,1
i love black people i think we should all own one,1
whats the difference between a black person and a bench one can support a family,1
if its brown flush it down,1
what you call a barn full of black ppl a bunch of underused farm equipment,1
what do you call a black person onna church holy shit,1
the black kid tried to high five the three but it left him hanging,1
black people are lucky they can glow in the dark when they open there mouths,1
what do jew annd pikachu have in common there all ashes,1
no wonder mexico has no olympic team everybody that can run jump or swim are already in the us,1
most crime is from black people so all black people commit crime,1
we should find your zoo keeper in order for you to go back to the zoo you came from,1
who let the animals out of the zoo blm,1
oh and black lives dont mean shit they slaughter each other in the streets by the dozens and protest nothing,1
this shows how babaric and cruel korean culture is,1
this is our land go back your people are here illegally,1
i would watch but black skins are on it,1
i mean they all like six five black dudes yeah yeah thats terifying,1
theres an eight year own girl and a big gaint black man looking in on her man its like black zilla,1
youre saying that youre not racist because you got knocked up by a black guy youre pathetic but dont worry my taxes are coming to fix you and your kids,1
stay away from asian girls they might eat your dog,1
is that like if you dont like slavery dont buy one,1
yes obama needs to stay in the jungle and biden needs to go to jail,1
i agree asian bitches are very racist with other races that's why theyre not accepted by other cultures,1
are you black or hispanic also are you legal,1
lmao bring your daugther into it one more time like youre going to do something you know how many tours and kills i have white trash,1
white trash,1
u sleep with a sand nigger which is way worse than sleeping with a real nigger,1
yes i am proud abos are animals always have been and always will be,1
a chinese couple had a child and named it sum ting wong,1
what do you call a bus full of black people rotten banana,1
what do you call a bunch of dead white people in a barn outdated farming eqipments,1
white people will always be the superior race,1
ive got black people in my family tree they still hanging there,1
how does a black girl tell if shes pregnant she pulls the tampon out and all the cotton is picked,1
how to tell if a blackgirl pregnant all the cotton in her tampon is picked,1
what do you call a black man without arms an unarmed robber,1
i saw black guy on bike that looked like mine so i ran to the garage to make sure it was still there and there it was chained up begging for food,1
what do you call a barn full of dead black people outdated farming eqipment,1
white chalk over a black board cause white will always be on top,1
damn this comment section is whiter than snow white,1
why are black people palms white so they dont stain the cotton,1
why do we need blacks in our country they havent contributed much,1
hey didnt you learn that from us back in the day didnt my grand dad buy yours,1
white privilege is a myth i don't care what you say people like e are racist,1
sshh dont let the asian know that im a dog,1
obama never belonged in the jungle he belonged in the middle eat with the rest of the arab family,1
black bastard,1
hes right abos are just bound to be criminals cant expect much from animals,1
why do black people always have to put us in their drama us hispanics are not equal to you we are nothing alike we have a country and you dont,1
only in america are legal citizens labeled racists and nazis but illegal aliens are called dreamers,1
u dont get it theres no hope for you mate abo kids are running rampant the town are their victims why would you think they are the bloody victims,1
please separate chinese and asian sars and covid both originated from china,1
you want america to be great again america was never great if you wanna go bak you know that you could be a slave,1
with all disrespect i don't really like yall white mordafuckers that's just whre im at,1
they arent oppressed they are just stupid and dumber than a box of rocks and dont want to work for anything,1
i hope he will join the eff and beat you to death with his black brothers,1
the day of the rope is near,1
careful you might get black on your clothes,1
if it wasnt for us the abos wouldve ruined the land eventually look at what the filthy animals do in their own countries,1
wait if your father didnt date outside his race you wouldnt exist,1
abort every black child,1
kill black babies kill black babies get over it we like dead black babies biden2o2o,1
and what you gonna do monkey lol,1
cant wait till biden fucks all of us over yall cotton pickers r gonna see who yall voted in,1
yeah sure if we get a cotton picking tutorial,1
just use the nword as your safeword it will get everyones attention,1
when my drink starts tastin like who cares if shes overweight and black,1
lynch the niggers,1
i hate these chinese people ajj all the world hate chineses now fuck you all and your fucking virus,1
ah bullshit in my area the cops chase them daily running through our yards and stealing maybe abbos don't have values like us white people,1
king andf queens of walfare crime bt 100s black women are the ugliest women of all races just keeping it real,1
blm would always rather rob than work,1
don't follow hes black,1
cool picture yall put the monkey in the midle cute,1
black culture you mean chicken and slavery no problem,1
americans put yall in the reservatives for a reason ya damn redskin,1
your skin is dark enough you will make a good cotton picker,1
why are u black luffy just got back to the jungle,1
did anyone else notice that theyre black or is it just me,1
man and then thats why cops give them what they deserve,1
i swear i don't even care about blm what about hispanic lives matter,1
i swear these hood rats pick with every elderly they can that's not black,1
at least we work hard with out having to ask for help and not going to rob stuff,1
why are you black,1
if youve done so much you wouldnt cry everyday about white privilege lmao that doesnt exist youre generation is lazy drug heads facts,1
shut up before i smack your back to your own country,1
get out of my country you dont belong here,1
young lady you are a credit to your race,1
no black person is good either theyre all just gang banging pieces of shit who need to ne killed,1
im not i j love seeing the chimps chimp out in the comments its funny af,1
do you think black bus driver drove from the back of the bus or front,1
you niggers are too dumb to know how to go on the line and sign up for vaccine,1
lmfao being black and deaf you bound to be shot by the police they dont think you throwing uo gang signs,1
why don't yall leave america,1
death to darkskins,1
i hate darkskin pussy its dark on outside and fucking pinkish red on inside smh pussy like a hot pocket,1
i bet your so asian that you can barely see,1
yall have to realize that there aresome darkskin girls out there tjhat arent comfortable with there self and hate on lightskins for no reason,1
can you tell everyone america first is inevitable,1
can you tell everyone white first is inevitable,1
bruh they are black people do you honestly think they are smart enogh to plan a raid they act out of emotion and dont think anything through,1
poor kids are just as bright and talented as white kids,1
you got your first mainstream african american who is articulate and bright and clear and a nice looking guy i mean that's a storybook,1
you will never understand darkie you don't know what hispanics go through,1
wait your black your life dont matter,1
well sorry my monkey look up the definition of racism cause it goes both ways,1
cool idc hace a nice day cotton boy,1
well youre being racist so yep ima be racist not gonna talk to any more ill see you in a tree later buddy,1
africans love the colonizers,1
god of course youre white,1
im back from the store how many black guys can say that,1
a black man walked into a bar where he found a woman who took him to her house the she told him show me if what they say about black men is true so he stabs her and takes her purse,1
he probably pays rent something females like you wouldnt understand now make like an islamic women and shut up and cover your face lmao,1
he asked bc hes black and only makes money buy stealing or drugs,1
dark skinned people are so dramaticwhat you gonna cross the border,1
i really enjoy white people that hate white racist people yall be mad as fuck disowning family members and shit going to war at thanksgiving calling uncle bob out in front of his kids im here for it,1
long live the white race,1
keep britain white,1
i wish blacks were still slaves,1
ship these blm thugs back to africa,1
fucking niggerrzz go figure,1
wouldnt let a nigger touch my coffee,1
only a black woman can be dumb enough to get raped twice,1
okay niggers lol keep rioting and well see who gets decked first,1
shut up and go back to your country you spick,1
nigger lover,1
hitler saw something evil in the jews no wonder he did what he did they learnt nothing from being oppressed only how to oppress jews disguise me in every way shape and form,1
us police are also helping the protesters blacks population to dwindle this is excellent news,1
surprising people got this mad over a monkeys death like it hadnt happened before,1
white people ruin everything,1
i dont like my childhood black you ruined it,1
here is the truth the chinese are giving us all asians a bad rep the chinese are the cause of all this hatre towards us other asians,1
we never had this kind of animosity towards us good asians until communists china started shit all over the world i wonder if chinese is running this page blame all this hate on the chinese,1
black lives don't matter,1
i swear these chinese dudes can eat their own poop with soya sauce there is no freaking animal or living being the fucking dont eat raw uncooked most of the time,1
black people cant go a day without shooting robbing or stealing smh,1
can we permanently ban all white people please,1
a black person would be mad they didnt get a handout,1
if those niggers could read theyd be very upset,1
of course the robber was black,1
im pregnant having a scan soon to find out if its white or an abortion killallblacks,1
this black dude should not get involved in police and gun business,1
seeves them right those french people are so rude and nasty to everybody its best they all disappeared,1
one thing i dont trust is white people with explosives,1
except the darkies,1
as soon as he sees your skin color he forgets his boxing skills and shoots you,1
slavery is only bad for the slave,1
chinese virus,1
notice all the black dudes screamin like monkeys,1
a nigger that will never be shit just like his daddy that he probably doesnt know facts,1
chinese people fattening up the dog so they can eat it,1
if this was legit he would have been guilty of three crimes being black is one of those,1
of course hes black,1
black people really get offended by everything huh,1
dont care plus youre white,1
sounds about white,1
noone will ever take white rappers serious,1
copy this if you hate black people,1
she saying corona cause they chinese,1
all you niggas can stop texting my other instagram ion be on there anymo,1
sounds like black guys,1
i only support planned parenthood cause its good for the survival of the white race as long as minority women are their biggest customers and as long as planned parenthood targets them ill always support planned parenthood,1
all the white qbs will be successful,1
no black people boom no stealing,1
if you can blind them with dental floss theyre asian,1
relax the child is balck so its not child abuse,1
you were probably raised by a white parent,1
balcks point blank,1
what a bitch ass nigger,1
this is the fucking whitest thing ive ever seen,1
all asians have corona virus,1
this is my face i live in califonia and i want to be a lawyer i think im superior to non indians,1
stfu cunt let the music speak for itslef nigger,1
id hide the key in a white mans pocket,1
this is some of the whitest shit ever,1
kl thats where black ppl belong anyway,1
black people smh,1
white man are clowns period,1
bro ill but fuck all the homophobic ass niggers,1
yeah its a black baby i wont touch it either,1
balck people are always getting their grammer incorrect smhh,1
thats a chinese womans sentence,1
theres only one race its nerf or nothing,1
this is why all black people should be in jail,1
istg chinese ppl eat everthing,1
ozzy osbourne ate a bat alivre and nothing bad happened maybe the chinese are the problem,1
black man dead boo hoo,1
my nigger got 5 stars on him,1
bruh you cant say the n word your white,1
why are you in defence its 1 3 are you searching for cotton,1
youre right i hate mixed couples what ever happened to segregation smfh races should not mix,1
thats crazy i dont remember liking black people,1
i mean they uncle moment not the white girl in between two niggers,1
i rather eat my own ass than food made by niggers,1
nigger,1
shut up you silly asian prick,1
if you can take welfare checks you can take a joke,1
go collect yo wwelfare check and fill your toothless fugly pie hole n my hard earned dollars your kind is next you ghetto rodent,1
niggers and faggots dont go cause they shouldnt exist,1
shes not afro american shes a fucking nigger,1
probably from people she threatened to eat their dogs,1
haha chinese is better than indian,1
not surprised hes black,1
shouldve burned the asians when we had a chance,1
and your black no rights slaves,1
black people vs white people and that asian in the middle,1
niggers,1
okay white boy,1
better then blackies robbing 7 11s and mugging 94 year ild womwn ya black boys,1
black at it again,1
but atleats im not black,1
shes just making a fool out of herself typical black attitude and they wonder why they dont get any respect,1
nigga ill slap you back to slavery,1
stop trying to be black,1
white people be like,1
black people be like,1
bunch of hood monkeys lmao,1
shaking my head white people,1
imagine thinking africans and indians are people,1
it sucked cuz it had black spiderman,1
shut up for i send you back to mexico,1
would you rather have tesla drive or the asian guy drive tesla all day sorry not sorry,1
look at the state of your account get out you black cunt,1
shut up your white and dont matter,1
why does the inside of a snake mouth look like a black guys mouth,1
whitest shit ive ever seen,1
i cant stand white people because of him im sorry but i dont evem like talking to white people anymore trump is an idiot and hasnt done shit to prevent all these deaths,1
shut up fat mortha fucking nigger go back to slavery,1
oh its guns its guns no its white people with guns,1
nigguhs like high quality ignorance and violence,1
white folks will continue to do white folk things forever and ever amen,1
why are black people so materialistic,1
i understand my n i g g a,1
the cat knew black ass was gunna steal it,1
thats why there was slavery,1
sorry i don't speak white,1
white people sports,1
your memes are just as bad as black people,1
lmao nigga shut up,1
lets start a nigga chain black people only,1
this is the stupidest white shit ive ever seen,1
and what a surprise theyre all black,1
white kids be like,1
the first cause he black,1
only dark skins,1
another reason to stay away from white women,1
damn white people really dont have lips,1
we come in peace nigga,1
ofcourse its black doing this shit,1
only niggas,1
i hate niggers,1
why yall belligerent though why i always see blacks doing outlandish shit,1
nigga blaster,1
nigga still acting like he plays,1
well im sorry rich white people dont wanna spend money on mother nature,1
only blacks would think thats cool,1
dumb black ass nigger he hung his self africans always doing shit like this thats u nobody likes them,1
nigga,1
all white people are racist,1
everybody gangsta till a white dude wins a fight in the 2ist century,1
thats why i hate black people we should make them slaves,1
i hate white people as well,1
shooting the blacks like always,1
fuckinging nigga,1
another white girl tryna twerk next,1
these white comments need to be stopped,1
nigga should just start dating other niggas tbh,1
sounds about black,1
rightfully shot him hes a darky,1
stupid niga,1
nobody white people insert roast nose,1
white ppl came from mars and took the planet from everybody else,1
aight niggas the cops are here tag us when u see a bot or sum nigga coent sum pedo shit,1
niigghheerr i fucking said it man up pussy,1
you disagree with me then wonder why blacks are in prison,1
you are so black,1
whats the similarity between 2016 and 2020 the death of a gorilla causing national backlash,1
only real white christain americans deserve jobs and keep the illegal dirty americans out immigrants and blacks are destroying this country and trump will fix it all,1
wha ever nigga,1
doesnt work for black ppl huh,1
ooga booga,1
they george floyed that cow,1
why do black people put like zero effort into saying words they just do noises,1
hail kk,1
nigga you gay,1
oh hell nah this nigga crazy,1
they even got the nigga,1
nigga said,1
nigga tony,1
nigger batman oh wait how aboute nigger superman yeaah but i have another idea lets paint all the dc univers fucking black whiggers,1
man white people are toxic,1
cuz black niggers are not,1
if her and her mexican takis ass doesnt stfu bitch beaner taco bell box head looking up somebody will fuck her up i wish she gets deported with her family who cant raise her daughter right ye,1
ur mom so black that when she stepped into the bathtub the water turned to coffee,1
i painted myself black so i can run faster,1
why don't black people celebrate thanksgiving kfc isnt open on holidays,1
my bestfriend growing up was black so i don't really appreciate these jokes anyways i hope hes doing good havent seen him since my dad sold him,1
what are black peoples favourite candy cotton candy,1
in the book of niggalations,1
how do you kill a fly slap an african in the face,1
y do you never see a black pope bc every time their called father they run away,1
whats the difference between an elevator and a black man and elvator can raise a child,1
whats the difference between a jew and a pizza a pizza doesn't scream when its in the oven,1
what you call a pool full of black people bath bomb,1
what cant breathe george floyd,1
these comments are dryer than an africans mouth,1
your nan was a black slave,1
what does a red laser and indian have in common red dot,1
i bought an alarm clock from pakistan and time started going backwards,1
black peoples call it hood bc they don't know how too spell neighbor,1
let me speak to your owner,1
george floyd took my breathe away,1
i was in an arabic party when some wireworks went off though someone was bombing the mf 20 minutes later osama walked in,1
white people look like vomit,1
asians still sqint with glasses on they need to get new prescriptions bro,1
black kids should be happy they can glow in the dark when they open their mouths,1
ni^^as in paris whaat i thought they couldn't afford to leave compton lol,1
im simply a racist a native american racist hero my white friends are the best they are my people too,1
i dont trust my doctor because hes black nothing else,1
you nigger bitch pussy fuck,1
why did you bowe tie this this isnt a nigger sack caitlin niquet,1
isrealis like to build arabs like to bomb crap and live in open sewage this is a difficult issue,1
it upsets me that the word nigga is not allowed to be said unless you are black because quite honestly its my favourite word nigaa,1
something about asians that makes me want to punch them in the suck hole,1
when im up in the gym i just have boucin on my di** by tyga on repeat my nigga,1
nigger head be bumoin right nah im bleeping as hell,1
so fucking mad the fucking nigger scored,1
why the fuck are you showing replays of that nigger scoring,1
we lost.. to a hockey playing nigger..what kind of shit is this,1
the nigger score again we riot,1
seriously.. fucking nigger,1
joel ward youre a nigger holtby get a life i never wanna see tim thomas in a bruins jersey ever again,1
cant believe boston just let a sand nigger beat them,1
i cant believe the series winner was scored by a fucking nigger,1
of course the only nigger on wahsington scores,1
joel ward is a fucking nigger,1
a nigger beat us in ot are you kidding me,1
fuck you nigger i would be fine if it was anyone else fuck you subban i fucking hate you,1
the bruns will come back but subban will always be a nigger,1
fuck pk subban fucking nigger wish he got sold,1
fuck you subban you fucking lucku ass nigger,1
fuck that nigger subban suck that dumbfuck bartkowski fuck those mortherfucking montreal refs thats all goodnight,1
no hes awful nigger who needs to go back to africa,1
if i had a time machine i'd go back in time and kill hitler and all of the jews and gypsies and gay people,1
i can never tell the difference betweeh you/youre/asians,1
to find a real porn name take the translation of your chinese letter tramp stamp & add to the name of your moms sth alcoholic husband,1
"its not politically correct to say ""retarded"" anymore you have to call them ""asian-americans""",1
diagnosed with corona i hate asian people piece of shit,1
covid or chinese virus,1
but thats because isreal will have a vaccine and can make a lot of money our of it.. these jews are cunning.. it makes you sick how they come up with tis crap,1
black girls are my weakness oh and asian girls,1
white people are like crackers. they give you motor neurone disease,1
animals how much to send them back to africa not asking fro a friend,1
hers a conspiracy theory maybe reason why italy is such a bad situation is because theyre getting help from china,1
yall wont be supporting blm when they try to kick down your door and rape your daughter because your family is white but its okay cause my white cousins and uncles will shoot em point blanck in the forehead hahahaha i love az,1
the united states will be powerfully supporting those industruies like airlines and others that are particularly affected by the chinese virus we will be stronger than ever before,1
"cuomo wants ""all states to be treated the same"" but all states aren' t the same some are being hit hard by the chinese virus some are being hit practically not at all",1
biden failed badly with the swine flu it was the gang that couldn't shoot straight he didn't have a clue we have done an incredible job with the much tougher china virus,1
chinese people nasty asl man got the whole fucked up,1
"i always trewated the chinese virus very seriously and have done a very good job from the beginning including my very early decision to close the ""borders"" from china",1
owning slaves doesn't make you racist,1
if blacks in this country are so offended no one is forcing them to stay here why don't pack up and move back to africa where they will have to work for a living i am sure our government will pay for it we pay for everything else,1
i like it better when the motorists run down the offending protesters always good for a google and no im not being sacastic,1
i think it is great and if more people were wiling to drive over them the impediment to daily life and essential services by these protesters would end,1
im not racist .. actually i am i hate all muslims you filthy worthless dog rat scum go home to your sexist racist cess pool worthless countries that threw you up,1
i have niggas i wish they will all die and go to hell especially these mean black bitches with there million dollar hair due,1
blacks are associated with higher crime rates an dblacks just have more violent nature if blacks behaved civil like white people do then there wouldn't be any problens but we all know the truth that blacks are violent,1
this image here is the ultimate argument why immigrants do not and never will have the capacity to hold any decent position in our country,1
let them riot and very well could become the hanging tree,1
well i perosnally thinlk if they don't like it here in america giv ethem a ticket back to africa and see how they like living there maybe if they were not criminals an dbreaking the law they wouldn't hav eto worry about coming in contact with a cop,1
this poor gorilla how is she going to survive in the real world by not having all her vacations paid for anymore,1
you want some facts.. if it werent for slavery you would still be in motherland africa not beaing by a lion or killed by a i2yo with an ak-at working for the local warlord those ould be your problems,1
this should be on gorilla channel,1
fucking nigga,1
ban chinese ban their products unless they give up all such nasty things,1
chinese peoples eats everything they will eat human beings soon,1
get out of my country and back to nigeria,1
she wants to look it not genetically be it .. to bad for you .. ever listen to paul moonys ask a black man .. everyone wants to be a n**r but no one wants to be a n**r,1
"the white race is diminishing in numbers and will continue to do so but its not a genocide that diminishes the term ""genocide""",1
fav is an isreali paid troll,1
jews call nationalism white nationalism because they fear true nationalism,1
ooga booga bix nood,1
im a fan of bpm black pussies matter,1
bruh we in the private chat you can call a nigger a nigger,1
i love me some nigger,1
fuck nigga,1
fax i sit next to my nigga maurice in spanish hes the fucking man,1
trump isnt rioting the blacks are hed be damned if he didn't shut down the country stop your hatred,1
stop crying uou white cunt american,1
lol niggers can't do anything they're worthless,1
niggars that is how you get yourself shot on the street,1
i don't think black womwn are hot at all i only date white girls,1
one thing black people cant do: get along and stop shooting each other,1
"one thing gark skinned people cant do: say ""thanks for the warning cop"" and ""hi dad""",1
things dark skinned people cant do get a job get off welfare not commiting 70% of crime and blaming others for their problems,1
you look like a silverback as do most dark skinned people,1
stfu negress you ugly piece of shit,1
look im not saying that all dark skinned people are ugly but the lighter your skin the prettier you are to me,1
fake blond is not even pretty on brunnettes let alone blacks you must admit most black women make blond look gheto,1
how long does it take for a white woman to take a shit 9 months,1
i don't date black women just my preference,1
black people cant leave prison lol,1
i never care for asian people or chinese people but you are one of the fine chick that plays an instrument,1
white power,1
boy that hair makes you look like a gheto chimp,1
if you hate our county so much tf are yall still doin here honestly i have no sympathy for these black fuckers,1
negrees looking like a hoe,1
hey damn white foolsii..in some of kanye's songs he has called upon blacks to get guns to kill white people.. that's why he supports the 2nd amendment.. so blacks can get guns to kill whitey!,1
what were niggers doing to other tribes they conquered in africa ? i bet using and abusing them as much they could,1
meanwhile notice that hannibal-attila the hun-ghengas khan-etc were trying to conquer/enslave europe time after time all earths history being vicious war after war for territory.now though in nigger minds its all whiteys fault .,1
"fb loves niggers, kikes, faggots, dykes and all othe sub-humans",1
ikr. when i see that shit i just canâ€tmt help but think about how niggers treat whites when theyâ€tmre in any position of power while these r the donald type faggots canâ€tmt stop worshipping & begging them to â€œcome on our sideâ€. so cringe. makes me embarrassed for them too,1
