text,label
another politician bending to political correctness..another example of spineless representatives for the citizens of the us..,0
another typical black mayor. a complete idiot liberal and racist. prosecute this hag.,0
"another wise ass, black woman we're gonna have to throw them back where they belong",0
"appu, yash, rishabh shetty, rakshith shetty, sudeep, shivanna, darshan, ganesh, duniya vijay..(many others) (major leadroles) if we see their name, they get respect everywhere, everyone here had never ever disappointed karnataka and kannadigas. they made our industry proud not rashmika, she never did that. not even once she cared of karnataka, this is why she is disrespected. our industry don't need pollutions, karnataka is our pride and proud be kannadiga respect",0
asshole,0
atleast they weren't bouncing their breasts,0
baboon fatigue,0
ban her from karnataka,0
be aware you're surrounded by muslims,0
"before is better, there's a reason not everyone can be a model!",0
"before it eas curves, now its obesity",0
being kannadiga we hate her..,0
bi*ch fight! :),0
biotch,0
birthing people ?? stupid mayor doesn't know her codes,0
bitch mace didn't doesn't let her speak!,0
bitches weren't plus sizes at all. people needs to be real. its 2ist century for fuck sake. cheers to all plus size women out there. mwah ðÿ,0
"black crime, black mayor, is the chief black or female and could be boath.",0
black fatigue is real..,0
bloody love zihad..shame on u om kumar..boycott it every indians,0
bro after reaching peak she will definitely fell down one time we were waiting for that time dagar,0
bro shut the fuck up man like donâ€tmt disrespect hinduism like just leave hinduism alone,0
buffalo dance,0
"bull shit, dancing to some old tunes like general mallus living in past. the general populace of kerala are sick",0
bullywood needs these type of actress,0
characterless,0
chi chi dnt show me ur face again,0
childish.. karnataka doesn't need her,0
cringee,0
"dagarr is not crush she is curse. then go hyderabad. we have more herione then yours payment. bucket girl. kannada,tamil, malayam industry thrown you may be this is yours last bollywood movie",0
dance is good. but not match with boney m dance. lack of celebration in the dance. old is gold,0
dance is harami in islam u r disrespecting islam,0
"dance like this everyday,,fat will be gone",0
darkness in girl eyes and darkness in boy mind..,0
demonic' religion where 30% of them don't eat eggs and 50% of them don't eat meat because they care about animals. unfortunately hinduism doesn't have 72 virgins promised to every man,0
devil for karnataka,0
dogs r more loyal even pigs r more loyal..,0
don't give importance to her just unfollow her in social media.. don't watch her movies this is the best way to show our hate..,0
either male or female we don't respect whose gonna don't respect our karnataka.worst actress ever. overacting character. let's see how u will enter karnataka,0
fake and superficial personality..shame on you ..,0
fat as*,0
fat girl,0
fatty girl.. too much for dancei! seat(buttocks) heavy,0
feel like she is always complaining about things. she has points but she brags about things which makes everyone forget about how real actor she is.,0
first of all shes worst in acting. i really wonder how even she got so many projects,0
first thing about the universe is there is no such thing as absolutely abnormal in the universe. it might be abnormal to me but may not be so for another person (s).,0
fools cast rashmika aunty in movies,0
fucking illads,0
fucking shit. what a moves this couple didðÿ'•,0
get lost jihaadi. girl stay away from jihaadis,0
getting married just because you have a child is stupid as fuck,0
girls are not suppose to do this,0
go and do hospital work..bloody,0
go back to work mfs,0
go woke go broke,0
goated parents,0
god created man & woman if you identify as something else your a freak,0
god created man and woman nothing more nothing less.. you believe in anything else then you believe against god's word and you are under the control of master satan,0
"god will punish her definitely,what she has given will be given back",0
"god. ""then"" was much better. stop glorifying disgusting obesity.",0
gross. america need to bring back the cane and teach the concept of drlayed gratification. western kids are busy fcking while immigrant kids are working hard to get ahead,0
gross..,0
he is a devil's advocate. better interview kanimoli or msmta banerjee.,0
he is a joker and not a genuine journalist,0
he is biased with indians.. idiot..he is saying that he shared the questions to a politician obama but saying that he will not give to politician..,0
he is dangerous to india..avoid him,0
he is one of the biggest liar.,0
he is rude interviewer,0
her eyes like devil,0
"her face is not like a lady , her face resembles more to man , overrated heroine , cringe actress",0
her movies will flop from now oni! her pride will go down the drain!,0
her real character is showing in big boss. very bad behaviour,0
hindu girls stay away from muslim boys..,0
"hippopotamus who,of course meðÿ '",0
hope she wont forget her own mom n dad someday soon just coz she gets offers in bollywood tollywood and also vijay mom is also der to take care,0
hopefully he will be requesting an dna test at the hospital because these girls today be sleeping around a lot. donâ€tmt sign nothing until you find out whether itâ€tms yours or not.,0
horrible adviseâ€¦.,0
how dare you to say this how disgusting you are ?? we all hindus are supported by all the god and goddess okay,0
how do we allow this girl to talk in such a big show..she doesn't know how to speak also. she has mugged up everything.. absolutely bogus,0
how much acting does she sctually do?? only bedroom scenes which she does flawlessly..shame!,0
how woman make you fool.,0
i am not from karnataka still i hate her. she cannot act. overacting,0
i don't like this lady at all she can't even act properly just intense roles she can outran,0
i dont think you can interview sh modiji..everybody recognize you ehag you are.,0
i gave food to street dog just one day night from that day the dog still sleep infront of my house i love the loyalty of dog i am not comparing bcz if i compare these type of .. then its insult of dogs,0
i hate how stupid this is,0
i have been born in hubli karnataka and now i am living in andra pardesh. and i proudly say that i am from karnataka. after getting some fame how can she forget her home town. it is very bad,0
"i have watched hajime no ippo after like a month, my friends said that the dub is terrible.and hearing the dub for the first time by watching this short. gat daym the dub is so terrible,",0
"i literally hate her, for fame and money she can do anything",0
i literally hate rashmika mandana,0
"i m karnataka, kannadiga so all south & north acterss heroin my favorite but rashmika manganna my karnataka enemy i hate rashmika manganna and rsmika manganna movies (all telgu tamil, industry )",0
i think she is secretly married to vijay she is living in his house that's why she said this poor girl let's accept the fact that she is dumb and move on all kannada people,0
"i was born in small city in karnataka and live in uk , but not one bit i will shy away from telling anyone where i am from !! such so called actors and actresses are just behind money and dont even mind selling their own people and place !!",0
i wish the misogyny topic was pursued a bit more..her observations would have been soo profound on this topic !!,0
"i wish when she die her body should not burried in our karnataka,, famous toilet crush of india",0
i'm from hyderabad? - she called for it,0
"i'm thankful she said that, it is such a shame to even think she is from karnataka, so better let all think she is from other place.",0
idiots,0
"if modi gives him another interview, we will vote against modi for accommodating an idiot.",0
if she avoids kannada and karnataka then offcours we kannadigas also know to neglect and avoid her so thus loss is for her not for usas we have many more talented and very beautiful actors than her,0
"if she do 1 hollywood movie, she will say i born and bought up in newyork",0
"if they have issue mentally, treat it nothing else",0
if ur not respect ur mother and mother tongue ur national waste,0
im from karnataka i dont care what she wat to tell she can tell that im from mars or im from jupiter or anything else. yes rashmika is gift from karnataka to telangana. i hate her very much she should say sorry to kannada people. forgetting the roots is not correct.,0
immoral activities are immoral activities by whatever name it is called.,0
in karnataka we only have dogs name.. rashmika,0
indian biggest dagar hye rashmika,0
it is time for rahul to go to tihar jail,0
"it's a mental issue, consult a psychologist",0
it's true we hate her karnatakafirsteverthingnext,0
its ok bro i can see u r mentally sick ..pls get urself treated,0
"its the confidence in spreading false info for me, and you're one to talk? you mass cow slaughtering cult",0
its true what he said a fcukin nasty rituals no doubt they written in hindu holy book,0
joker,0
just a bomber spreading peace,0
just a dumb ass,0
just a terrorist tech us how hindu religion,0
just a terrosit talking about demon,0
just another hinduphobic islamisti! whatsapp university graduate!,0
"just ban her movies in theatres of karnataka, no producer will take her in movies, for ex pushpa 2 collected 96 cr in karnataka no producer will risk ggcr for her",0
"just for acceptance, you just can't change where you are from(chameleon ) , also we karnataka people supported many actors (like.. rajnikanth, he is from bnglr) actress (like.. sreeleela )who went other industry from ka industryi! but this bitch just always loses respect she showed attitude for dubbing in kannada (pushpa) movie, so better you don't defending saying even others said same thing to promote just to promote tum log kuch bol dete hai """"hilarious"""" , proud moment for us we never watched the movies where she is heroine and never ever also",0
just go and marry ur sister bro,0
just keep your mouth shut you don't know anything,0
kannada people are toxic,0
kannada people hate north indian kannada people hate tamil kannada people hate hyderabadi people. actual problem is kannada people. who always find reson to hate.,0
kannda industry was black koyla film industry. fully filled with criminals and mafias. rashmika you desrve tollywood keep cry kunnddiiggaa,0
karnataka have given beautiful name for her - dagar (how cute),0
"karnataka or new york, idc. i like her n hope to see her in many many many more movies..not from the south (booringi).",0
karnataka people always have head weight..they dont understand what she mean to say .. hyderabad is also in india ..why you always difference it so much..i think caste system also born from karnatakai!,0
karnataka people are most toxic,0
karnataka people don't support this lady and we don't watch any movies,0
karnataka people should unfollow her,0
karnataka peoples headstrongness will make many people behave like this. they are lazy people always keep on jealous of other states they cant grow work hard and cowards keep calling other kannada speakers when some quarrel errupts. just like muchlims alla..re maar diya re aa re lekin ok kud nahin aa saktha. idhu namm kannada ivanu bere atate avaru.. yak thu,0
karnataka ppl would be happy when she stops acting,0
"let's all kannadigas boycott rashmika mandanna let's not watch her movies she is not worth the love, what we gave her",0
listen i only watched her trailer movie i never watched full movie why you people can't be like me. completely ignore her stop watching her movie stuipd people.if you want teach her lesson stop watching her movie if she is in movie stop watching.we don't need her sorry we want see her as flop actress.,0
love watching kannadigas crying in comment section because got the taste of their own medicine how they treat other states people in karnataka,0
mad respect for you guys â¤,0
maye she 2ng pappa is haidrabad,0
"mentally ill, histrionic personality disorder @ 2:17",0
modi is a coward! typical indian!,0
modi is a f**ing coward! zero press conferences in 11 years!,0
modi is destroying india by doing fraud and by cheating,0
modi will never give interview to kt becoz modi is uneducated..with fake degrees,0
modi would start peeing in his dhoti when he faces with karan thapar,0
most hated person in karnataka,0
most idiotic personality indian media has ever seen,0
"most of the karnataka people in mumbai are so arrogant like her. karnataka people don't accept outsiders if outsiders call karnataka their home. but they want to be accepted in mumbai. why such double standards. to such people, show some humanity.",0
"my dear stupid who told entirely wrong about ashwamedha yaga, it means that a horse is left free when the horse stops the horses owner rules until the land where it stopped from his land ðÿ .. please don't spread fake news if you then i say that your god is the semen consumer of pig",0
national crush national crash,0
national crush national dagar,0
national crush toilet brush,0
national curse,0
national shit,0
national trash of india,0
next time she will say i am from america i was born in in america nothing great about this lady dont give much importance to her where there is money she will be running behind it no value of her hometown,0
"nice bro., for this reson only we kannadiga hate rashmika., not only rashmika., including deepika, even she forgot where she started her cinema career., ( from kannada cinema aishwarya, with upendr sir) but she didn't say one single time",0
no one remembers rashmika. it's her nature that she doesn't want to remember the platform that launched her. she is no one. no big deal,0
nonsense talking rashmika mandanna,0
not crush but bathroom brush,0
not crush of karnataka .. it is trash of karnataka,0
note:- eagerly waiting to boycott stupid rashmika movie in karnataka state..,0
"number one hypocritical journalist ,he is mother of lies with western media",0
omg she is still alive,0
one day she will become flop actresses mark my words.,0
one day she will definitely disown india.. currently she is traitor of karnataka and in future she will become traitor of india..,0
"one of the most useless videos i have ever watched. a complete waste of time. got nothing out of it, that i didn't already know. it is probably addressed to idiots (author's clan i suppose)",0
one of the worst actress ever seen even sonam kapoor is better than her..by the way why people give so much attention to this garbage,0
"one should never forget their roots.. just like how she said "" she is from hyderabad"". in future if at all she get a chance to act in hollywood she would say .. she is from mumbai.. once thing is for sure.. she is an opportunist.. she is an opportunist ..",0
one thing i felt disappointed about parvathy is her acting post the starting of collective become so aritificial or like i a m seeing the samw parvathy in interview in the film.,0
only bad thinks in chavva movie was this ass called rashmika,0
over rated,0
overrated actress end overacting iski,0
overrated heroin so fare,0
"please do not stop making these vids! you just revive, inspire and gave hope to a student who was planning to drop computer science major.. thank you.",0
please don't harsh statements because i think she mental illness she suffering even she forgotten her father and mother where were please help her mental illness recoverly,0
"pushing against 'being a topper'. restrained yourself out of detachment from the outcome of your actions? what are you, a fucking yogi? these feminists aren't really after safer working conditions; instead, they're demanding equal representation. but that's unlikely to happen, because at least 2/erds of the top artistic talent, whether in acting or other creative roles in indian cinema-are men. that's simply the reality. parvathy is an exceptional talent, yet a big percentage of the women in the industry lack the intensity, knowledge, awareness, rationality, talent, and creativity required; most of them lack depth and experience. watching parvathy's interviews makes it clear she's generally aware and intelligent, which comes through in her acting-something that can't be said for most other women in indian cinema. and as for nayanthara, she is the epitome of mediocre (talent-wise). maybe that's why she took her time. ever thought of that? btw, a few of her viewpoints are seriously skewed. flawed.",0
r.i.p rashmika manganna,0
raga is an insult and black mark to the nation. for his selfish motive he is defaming india shameless act,0
rahul is an idiot and the media should desist from glorifying such creeps whose ulterior motive is to create a chaos among the people of this country under the influence of foreign aka in the american continent.,0
rahul is keep making nonsense comments. whole world is laughing on him.,0
"rashmika deserves hate,she shows too much attitude.after watching her interviews,i think she has a fake personality.",0
"rashmika is a snake bcz she have 2 tongues frm karnataka, raichur",0
"rashmika is average actor who was overhyped by karnataka people as national crush only because of her looks. otherwise she doesn't even have an strong roles in her movies, she's just famous because she's open to romantic kissing scenes same like her current boyfriend vijay devarakonda who is also know only for kissing scenes in all his movies. so clearly people who support rashmika are chapri fans who are focused only on her beauty and hot scenes also rashmika acting to be cute is cringe as she was doing kannada movie shes acted normal during interviews etc but after she moved to telugu industry and got offerd from bollywood and tamil industry she just pretends hard to be cute and cool but karnataka people know her real true colours. she didn't even acknowledge her first movie director and production house. these are the main reasons why karnataka people hate her not just because she broke up her engagement with talented actor director rakshith shetty who introduced her into film industry",0
"rashmika madanna should be removed from bollywood, she doesn't suit hindi film industry atall",0
report this bluddy fellow,0
rip to her,0
shame on her,0
she consistently proves that she is truly 'dagar'.,0
she died long back for karnataka people..rip rashmika,0
she doesn't have gratitude. she failed as a human. we kannada people have forgotten her many years back.,0
she doesn't have sence how to talk,0
she don't eligible for hating. who the hell is she?,0
she don't have respect for the land where is she born and from and she is taken into such a patriotic movie to act,0
she forgot her roots.. she will not survive in the industry for long.. she is nothing without her roots,0
she has destroyed the original,0
she having a mental illness and some group of wants to normalise this. shame,0
she is a big dagaar,0
she is a cheat from the beginning,0
she is a nonsense lady. just ignore that cartoon character. i wish that she shouldn't take someone's name instead of her own parents name..,0
she is a shameless women,0
she is a snake. she destroyed her fiancee's life by cheating with a telugu actor.,0
she is a very below average actress. her scenes in chhaava was cringey.,0
"she is a woke,who is totally fake and a hypocrite she is just an actor stop giving these ppl so much importance",0
she is an ind (indian national dagar ),0
she is an opportunist and characterless.. not worthy for for being an actress,0
she is big sule,0
she is cheater of love. disrespected rishab who gave ist oppertunity to act in movie by calling unknown production begged her to act.,0
she is crap. period.,0
she is dead why are people still talking about her lady michel jacksoncringe mika,0
she is fake,0
she is feminichi old lady,0
she is from selfish pura,0
she is from the place who just hate karnataka. biggest selfish,0
"she is in peak now, let her enjoy. the person who forgets their homeland, the people because of whom she's today and in the interview, ashamed to name the people who gave her chance to industry, her success is going to be of a short period. the success she's getting is not because of her performance but sheer luck.",0
"she is just trying too hard to project herself as an intellectual in front of the national media, very artificial.",0
she is like climate she will be changing accordingly,0
she is mental,0
"she is not born kaveri water birth place kodagu, karnataka. dirty people wonot born in kodagu. she is correct. totally she insults kodagu and karnataka land",0
she is not deserving 1 % of respect from karnataka peoples and we never feel she is from karnataka bcz of her attitude and she is not trust worthy she is basically cheater vijay devarakonda please stay way from her she is not trust worthy,0
she is one useless overacting actress. kick her out from karnataka,0
"she is sold out, rip mika",0
she is toilet brush,0
she is well aware of social media..she get famous and get better chances due to her like this statements.. because she has no values.. because she likes money and fame.,0
she may call someone else as her parents too for money..,0
"she maybe national crush , but we karnataka people don't like rashmika manganna because of her attitude",0
she must be complete boycott in karnataka.. her not even one show should run in karnataka..,0
she needs no equality for women she needs womens to be noi and men no 2 that is her problem.waste character,0
"she needs psychiatric treatment, she is half crack, giving abnormal statements and getting struck in controversy always",0
"she never had minimum gratitude towards our state, we don't need her",0
she not a good actor nor very beautiful any talent like other actors it is only exposure who don't have patriotic fr her state she language she should be boycotted,0
"she should be ignored, not worth.",0
she should learn to control her mouth. learn from allahbadia. his entire career ended because of his loose talk.,0
she uses her legs to get big mobies,0
she wants vijaydevarkonda's bulli so she told like that,0
"she was as normal commoner.. before she became so called actor. n big actor she broke engagement.. she is behind money and fame for which she can tell any level lies. she doesnt look.. good and young anymore.. already getting wife with kids roles.. after few years all industry wil. dump. her. many block buster heriones had gone behind post to their ages she never respects kannada, karnataka and people here. this is the only reasone we kannadigas hate her on her lies. she lies on her age, on her parents, on her education, on her first auditon, first director, first movie these kind of ladies can fly on sky one day and say.. oh.. i am not from earth you know! hehhe",0
"she was engaged to rakshit shetty of 77 charlie. but after acting with vd she ditched him and broke the engagement! now she's disowning her own motherland, language and rootsi! b**h",0
she will even betray india one day.,0
she will fall very badly and land in mangalore..,0
she's a biggest back stabber,0
"she's also great at telling lies and making people believe them ,as proved in bigg boss. so whatever she said here can't be trusted the way she made others believe that she didn't nominate shanavas for elimination was very clever..don't even cared about lakhs of people watching the truth",0
she's an ungrateful person to the kannadigas who supported her on her ist movie,0
she's is from karnataka..and a coorg..a disgrace to karnataka !! ban all her movies from any language !!,0
she's not hated enough,0
"she's not just a cringe but a dumb and brainless person.. in a recent interview where she promoted pushpa 2 movie she said ""no hero got the guts and alphaness to wear a saree , fight in a saree and dance in a saree except allu arjun"". i mean literally she has zero knowledge about cinema in tamil industry many top heroes have slayed in lady getup . the best example is legendary kamal hassan who slayed in chaachi 420 and its tamil version avvai shanmugi. how can this woman blabber anything without analysing just for promotion .. she's indeed a dumb person with zero intelligence and knowledge..",0
should not allow her inside karnataka,0
so underrated! this is supposed to be breaking the internet now!,0
some stupid kannada ppl hate her. barking dogs,0
sometimes i think she (rashmika) and urvashi do this kind of nonsense activities purposefully.. so they can gain a lot of attraction.. has u all know both of them r not fit to be in this industry itself.,0
still a bastard child,0
stop speaking if you were in front of me you would have 2 more less teeth.,0
stop u kid u don't know about sanatan dharma. u muslims are soo selfish we sanatanies always spell a mantra sarve jana sukino bavanthu,0
stupid ass talking about thousands of year old rituals,0
stupid guy with no morals,0
stupid man can't still get over it even after so many years.,0
success has gone to her head. her downfall will begin soon .,0
such a disgusting woke,0
"thank god she is not from karnataka. because we don't want any aliens take birth here. look at her eyes, always like sharabi",0
thapar is just puppet nothing else,0
the english dub is ass,0
the first one wasnâ€tmt actually plus size. they were just thick.,0
the moment anchor naming some congress fellow this guy suddenly jump to save their asses,0
"the most annoying journalist ever born in this earth. even in this video, that was not a question to pm modi. good, he couldn't get a chance to interview gandhiji, the independence would have delayed by another 5 years. he would have annoyed gandhiji to that extent!",0
the word: dagar the owner: manganna,0
the worst audience ever shitt kanndigas,0
"there is more skilled people , give the chance to them",0
there's an idiom that perfectly describes the likes of parvathy and rima: 'all hat and no cattle'.,0
these people talking looks like fools.. modi showed him the mirror,0
"this b t h is from virajpet,, kannadigas have two words for you.. f c off..",0
"this fellow has become a laughing stock and she doesn't know it. yeah.parvathy is not an 'actress' anymore. no movies,not an actress. ps: sorry for using the word 'actress' as i know it may hurt femis",0
this fucking idiot didnâ€tmt read the mahabharata ðÿ 'ðÿ ' yudhishthira clearly explains how yashwamwdh yanma is perfomed,0
this guy is the epitome of hate,0
this idiots lady born to get hate nobody care in karnataka,0
"this is why i sense the fakeness and law of convenience every time i listen to her..she was against marking system and the appreciation comes through that.same person likes appreciation through dance..it is clear that you like studies over dance ,why not to accept it wholeheartedly..why to put blame on the marking system and the appreciation still u like through dance",0
"this lady knows how to be in headlines.. to get publicity, she benefited from publicity whether it is negative or positive.. and i want these types of actresses to realise how they are affecting society and the virtues of next generation women ?? really shit how can u be a good family builder to vijaya devarakonda.. when u dont know how to maintain a virtues in society.. pathetic",0
this man is a joker,0
those films ran because of actors not because of her,0
"till date nothing is proven by rahul and his team shameshame ,.shame on rahul and his team and for his followers also",0
time waste ..watch only 2.18,0
to top it all she is a really bad actor. she is just lucky that shes getting so many big movies,0
"to women debating about basic biology, this is why the term women are d**b, american politics are entertaining",0
tommorow she will go to hollywood and then she will tell she is from los angeles,0
"tomorrow,she may say she is born to someone else in hyderabad forgetting her own parents from karnataka..so bad",0
true politician who do not have yes or no in their vocabulary,0
u r a joker period,0
uff thank god u are from hyderabad i wondered how this cheap actress is from karnataka,0
umm and aa is not an answer and if you keep using it on very simple yes and no questiins its just a time wasting stall tactic,0
ur right brother. she cannot be loyal to her own place. no use of even talking about her. attention seeker. pushing away the ladder she climbed up. forgot the road she used to reach where she is today.,0
v hate her always,0
very disrespectful racist satanic devil beast 66.,0
very soon she wil tel my father is mr khan,0
"warning to all the film industry, like bollywood she will disown you all soon .",0
waste,0
watch it in japanese ! that was horrible,0
"we don't give a f**k what she says, she already portrayed herself as ""ungrateful"", when someone looses that, they are of no value, does not mater what success they have achieved. a dog is more loyal than her!",0
we don't need her and her film,0
we don't need her either dagaar,0
we don't want her anymore,0
we don't want her it's a free gift take her,0
we dont need rash mi ka a hyderabadi,0
we dont think about her much .karma will teach her lesson soon,0
"we have lost the faith on ec.oh shame, panic.",0
we have more beautiful talented heroens in karnataka .no one can change their birth certificate.,0
"we kannadigas have self respect. we told long back. she is unfaithful and opportunist , overacting drama pig, she knows very well how to kick a ladder after used. she is a shameless animal. we kannadigas don't accept she is from karnataka",0
we karnataka people hate her like hell she has forgotten tht she was given first chance in movie by raskshitg shetty ehich got hit and she fell in love with raskshitg shetty and got engaged to him then she cheated him and ran to telugu acting as if she doesn't know karnataka kannada,0
we never watch any of her cinemas!,0
we poop in ur islam,0
we've been destroyed by this crap what is the mayor doing?i?! she's dividing people and giving perverts favorable laws,0
weirdo she isi!,0
what a dumb b**. i guess her religious husband doesn't let her talk at home so she doesn't let anyone else talk. yes i'm talking about the c** mace!,0
what an arrogant idiot,0
"what i don't understand is, even after being a mediocre performer, she's being signed by big budget movies. like wth . i watched chhaava and i can name many other actresses who would have done a great job in handling that role.",0
what more can u expect from a disloyal cheap sxx whose know to ditch relationships for the sake of publicity,0
what's wrong with this woman ? in many interviews being more successful and having big name anushka sharma said she is from bangalore karnataka started her modelling career from bangalore to mumbai. shilpa shetty sunil shetty also said they are from mangalore.,0
"when most of the doctors are busy treating patients, when covid is killing people these idiots are dancing. no social distancing and no mask. there is difference between being literate and being educated",0
when she has no respect for her roots where she is born in karnataka how can she respect for nation .if she gets hollywood film she says she is born in newyork,0
white men have been running the country along with white women and that's why it's a hot azz mess,0
who cares a women would not be a good choice,0
who cares for her,0
who cares we left her long bk,0
who tf thought these men were actually intelligent ðÿ ' wow,0
who the fuck is that white trash bitch.,0
whoever called her national crush of indis needs a psychiatrist,0
wht the fck??,0
why are all republicans so evil and disgusting!,0
"why are karanatak people so jealous of her and why are they so obsessed with her saying she is from here or there she is a talented actor and i like her infact she did an amazing work as mahrani yesubai ,as a marathi i'm proud of her you karanatak people need to stop getting obsessed with her,who the hell cares she is from which part of our country,she is indian and that's it ,she is loved by many indians and i dont think she should give a damn about people lile you all",0
